#,No.,Name,Laps,Lead,Lap Tm,Spd,Elapsed Tm,Passing Tm,Hits,Strength,Noise,Photocell Time,Transponder,Backup Tx,Backup Passing Tm,Class,Deleted
1,,Warmup Flag,,,,,,9:51:08.313,,,,,,,,,
2,,Green Flag,,,,,0.000,10:02:14.585,,,,,,,,,
420,6,SPEeD S60 Racing Team S60 Challange,51,52,1:17.514,99'9,1:04:27.448,11:06:42.033,91,152,3,,4800537,0,,R2,No
421,44,Tommes Pack Seat Leon,53,53,1:05.577,118'0,1:04:27.600,11:06:42.185,151,176,3,,9788538,0,,R2,No
422,4,SMK Racing Renault Clio,52,53,1:08.352,113'2,1:04:28.210,11:06:42.795,130,168,3,,7622978,0,,R1,No
423,2,Team Skeppsbrons BMW M3 E36,53,53,1:08.644,112'8,1:04:44.361,11:06:58.946,135,159,3,,4867808,0,,R1,No
424,30,Team Gävlarna Clio ,53,53,1:08.747,112'6,1:04:48.487,11:07:03.072,119,160,3,,3289056,0,,R1,No
425,27,B.E.T BMW 330,52,53,1:11.196,108'7,1:05:23.191,11:07:37.776,114,157,3,,7493526,0,,R1,No
426,44,Tommes Pack Seat Leon,54,54,1:05.207,118'7,1:05:32.807,11:07:47.392,152,176,3,,9788538,0,,R2,No
427,4,SMK Racing Renault Clio,53,54,1:08.342,113'3,1:05:36.552,11:07:51.137,129,170,3,,7622978,0,,R1,No
428,6,SPEeD S60 Racing Team S60 Challange,52,54,1:17.855,99'4,1:05:45.303,11:07:59.888,93,142,3,,4800537,0,,R2,No
429,2,Team Skeppsbrons BMW M3 E36,54,54,1:09.238,111'8,1:05:53.599,11:08:08.184,133,154,3,,4867808,0,,R1,No
430,30,Team Gävlarna Clio ,54,54,1:09.118,112'0,1:05:57.605,11:08:12.190,118,159,3,,3289056,0,,R1,No
431,3,Team Häsen Racing Sweden VW Polo,50,54,6:52.763,18'8,1:06:20.609,11:08:35.194,91,145,3,,9515691,0,,R1,No
432,27,B.E.T BMW 330,53,54,1:12.648,106'5,1:06:35.839,11:08:50.424,121,158,4,,7493526,0,,R1,No
433,44,Tommes Pack Seat Leon,55,55,1:05.176,118'8,1:06:37.983,11:08:52.568,152,178,4,,9788538,0,,R2,No
434,4,SMK Racing Renault Clio,54,55,1:07.830,114'1,1:06:44.382,11:08:58.967,129,169,4,,7622978,0,,R1,No
435,6,SPEeD S60 Racing Team S60 Challange,53,55,1:17.797,99'5,1:07:03.100,11:09:17.685,94,151,4,,4800537,0,,R2,No
436,2,Team Skeppsbrons BMW M3 E36,55,55,1:09.770,110'9,1:07:03.369,11:09:17.954,148,163,4,,4867808,0,,R1,No
437,30,Team Gävlarna Clio ,55,55,1:12.211,107'2,1:07:09.816,11:09:24.401,121,160,4,,3289056,0,,R1,No
438,86,clio 86,17,55,48:22.205,2'7,1:07:10.195,11:09:24.780,156,170,4,,7722174,0,,GT Open,No
439,3,Team Häsen Racing Sweden VW Polo,51,55,1:12.681,106'5,1:07:33.290,11:09:47.875,85,144,4,,9515691,0,,R1,No
440,44,Tommes Pack Seat Leon,56,56,1:05.067,119'0,1:07:43.050,11:09:57.635,144,175,4,,9788538,0,,R2,No
441,27,B.E.T BMW 330,54,56,1:11.244,108'6,1:07:47.083,11:10:01.668,110,155,4,,7493526,0,,R1,No
442,4,SMK Racing Renault Clio,55,56,1:07.552,114'6,1:07:51.934,11:10:06.519,137,173,4,,7622978,0,,R1,No
443,2,Team Skeppsbrons BMW M3 E36,56,56,1:09.929,110'7,1:08:13.298,11:10:27.883,133,157,4,,4867808,0,,R1,No
444,6,SPEeD S60 Racing Team S60 Challange,54,56,1:17.256,100'2,1:08:20.356,11:10:34.941,99,152,4,,4800537,0,,R2,No
445,30,Team Gävlarna Clio ,56,56,1:10.854,109'2,1:08:20.670,11:10:35.255,118,160,4,,3289056,0,,R1,No
446,86,clio 86,18,56,1:11.173,108'7,1:08:21.368,11:10:35.953,141,168,4,,7722174,0,,GT Open,No
447,3,Team Häsen Racing Sweden VW Polo,52,56,1:11.517,108'2,1:08:44.807,11:10:59.392,82,144,3,,9515691,0,,R1,No
448,44,Tommes Pack Seat Leon,57,57,1:04.579,119'9,1:08:47.629,11:11:02.214,139,176,3,,9788538,0,,R2,No
449,27,B.E.T BMW 330,55,57,1:09.859,110'8,1:08:56.942,11:11:11.527,111,157,3,,7493526,0,,R1,No
450,4,SMK Racing Renault Clio,56,57,1:07.498,114'7,1:08:59.432,11:11:14.017,121,168,3,,7622978,0,,R1,No
451,2,Team Skeppsbrons BMW M3 E36,57,57,1:08.974,112'2,1:09:22.272,11:11:36.857,132,162,4,,4867808,0,,R1,No
452,30,Team Gävlarna Clio ,57,57,1:08.748,112'6,1:09:29.418,11:11:44.003,127,162,4,,3289056,0,,R1,No
453,86,clio 86,19,57,1:16.321,101'4,1:09:37.689,11:11:52.274,144,166,4,,7722174,0,,GT Open,No
454,6,SPEeD S60 Racing Team S60 Challange,55,57,1:17.889,99'4,1:09:38.245,11:11:52.830,103,146,4,,4800537,0,,R2,No
455,44,Tommes Pack Seat Leon,58,58,1:06.034,117'2,1:09:53.663,11:12:08.248,145,179,4,,9788538,0,,R2,No
456,3,Team Häsen Racing Sweden VW Polo,53,58,1:12.408,106'9,1:09:57.215,11:12:11.800,81,144,4,,9515691,0,,R1,No
457,27,B.E.T BMW 330,56,58,1:09.575,111'2,1:10:06.517,11:12:21.102,127,154,4,,7493526,0,,R1,No
458,4,SMK Racing Renault Clio,57,58,1:07.105,115'3,1:10:06.537,11:12:21.122,141,173,4,,7622978,0,,R1,No
459,2,Team Skeppsbrons BMW M3 E36,58,58,1:08.799,112'5,1:10:31.071,11:12:45.656,132,154,3,,4867808,0,,R1,No
460,30,Team Gävlarna Clio ,58,58,1:08.122,113'6,1:10:37.540,11:12:52.125,119,161,3,,3289056,0,,R1,No
461,86,clio 86,20,58,1:08.836,112'4,1:10:46.525,11:13:01.110,136,164,3,,7722174,0,,GT Open,No
462,6,SPEeD S60 Racing Team S60 Challange,56,58,1:16.917,100'6,1:10:55.162,11:13:09.747,96,145,3,,4800537,0,,R2,No
463,44,Tommes Pack Seat Leon,59,59,1:04.606,119'8,1:10:58.269,11:13:12.854,147,176,3,,9788538,0,,R2,No
464,3,Team Häsen Racing Sweden VW Polo,54,59,1:11.810,107'8,1:11:09.025,11:13:23.610,84,143,3,,9515691,0,,R1,No
465,4,SMK Racing Renault Clio,58,59,1:07.141,115'3,1:11:13.678,11:13:28.263,129,169,3,,7622978,0,,R1,No
466,27,B.E.T BMW 330,57,59,1:09.447,111'5,1:11:15.964,11:13:30.549,104,153,3,,7493526,0,,R1,No
467,2,Team Skeppsbrons BMW M3 E36,59,59,1:09.139,111'9,1:11:40.210,11:13:54.795,139,161,3,,4867808,0,,R1,No
468,30,Team Gävlarna Clio ,59,59,1:08.982,112'2,1:11:46.522,11:14:01.107,130,162,3,,3289056,0,,R1,No
469,86,clio 86,21,59,1:07.808,114'1,1:11:54.333,11:14:08.918,136,164,3,,7722174,0,,GT Open,No
470,44,Tommes Pack Seat Leon,60,60,1:07.729,114'3,1:12:05.998,11:14:20.583,150,176,3,,9788538,0,,R2,No
471,6,SPEeD S60 Racing Team S60 Challange,57,60,1:16.742,100'9,1:12:11.904,11:14:26.489,99,150,3,,4800537,0,,R2,No
472,3,Team Häsen Racing Sweden VW Polo,55,60,1:11.188,108'7,1:12:20.213,11:14:34.798,115,149,3,,9515691,0,,R1,No
473,4,SMK Racing Renault Clio,59,60,1:06.992,115'5,1:12:20.670,11:14:35.255,131,172,3,,7622978,0,,R1,No
474,27,B.E.T BMW 330,58,60,1:08.571,112'9,1:12:24.535,11:14:39.120,111,155,9,,7493526,0,,R1,No
475,99997,clio helvit N/N,24,60,15:11.549,8'5,1:12:28.085,11:14:42.670,131,167,9,,641641,0,,GT Open,No
476,2,Team Skeppsbrons BMW M3 E36,60,60,1:08.997,112'2,1:12:49.207,11:15:03.792,137,159,9,,4867808,0,,R1,No
477,30,Team Gävlarna Clio ,60,60,1:08.728,112'6,1:12:55.250,11:15:09.835,121,162,9,,3289056,0,,R1,No
478,86,clio 86,22,60,1:07.387,114'9,1:13:01.720,11:15:16.305,135,163,9,,7722174,0,,GT Open,No
479,44,Tommes Pack Seat Leon,61,61,1:04.885,119'3,1:13:10.883,11:15:25.468,155,176,9,,9788538,0,,R2,No
480,6,SPEeD S60 Racing Team S60 Challange,58,61,1:16.902,100'6,1:13:28.806,11:15:43.391,97,151,3,,4800537,0,,R2,No
481,4,SMK Racing Renault Clio,60,61,1:08.479,113'0,1:13:29.149,11:15:43.734,140,169,3,,7622978,0,,R1,No
482,3,Team Häsen Racing Sweden VW Polo,56,61,1:11.387,108'4,1:13:31.600,11:15:46.185,109,148,3,,9515691,0,,R1,No
483,27,B.E.T BMW 330,59,61,1:08.358,113'2,1:13:32.893,11:15:47.478,112,156,3,,7493526,0,,R1,No
484,99997,clio helvit N/N,25,61,1:06.880,115'7,1:13:34.965,11:15:49.550,134,168,3,,641641,0,,GT Open,No
485,2,Team Skeppsbrons BMW M3 E36,61,61,1:08.839,112'4,1:13:58.046,11:16:12.631,131,160,3,,4867808,0,,R1,No
486,30,Team Gävlarna Clio ,61,61,1:07.876,114'0,1:14:03.126,11:16:17.711,122,162,3,,3289056,0,,R1,No
487,86,clio 86,23,61,1:07.715,114'3,1:14:09.435,11:16:24.020,131,162,3,,7722174,0,,GT Open,No
488,44,Tommes Pack Seat Leon,62,62,1:04.372,120'2,1:14:15.255,11:16:29.840,145,177,3,,9788538,0,,R2,No
489,4,SMK Racing Renault Clio,61,62,1:07.664,114'4,1:14:36.813,11:16:51.398,131,168,3,,7622978,0,,R1,No
490,27,B.E.T BMW 330,60,62,1:12.976,106'1,1:14:45.869,11:17:00.454,112,158,3,,7493526,0,,R1,No
491,99997,clio helvit N/N,26,62,1:11.529,108'2,1:14:46.494,11:17:01.079,138,168,3,,641641,0,,GT Open,No
492,6,SPEeD S60 Racing Team S60 Challange,59,62,1:18.242,98'9,1:14:47.048,11:17:01.633,105,143,3,,4800537,0,,R2,No
493,3,Team Häsen Racing Sweden VW Polo,57,62,1:16.138,101'7,1:14:47.738,11:17:02.323,110,149,3,,9515691,0,,R1,No
494,2,Team Skeppsbrons BMW M3 E36,62,62,1:07.702,114'3,1:15:05.748,11:17:20.333,129,158,3,,4867808,0,,R1,No
495,30,Team Gävlarna Clio ,62,62,1:08.407,113'1,1:15:11.533,11:17:26.118,125,163,3,,3289056,0,,R1,No
496,86,clio 86,24,62,1:07.646,114'4,1:15:17.081,11:17:31.666,131,161,3,,7722174,0,,GT Open,No
497,44,Tommes Pack Seat Leon,63,63,1:04.825,119'4,1:15:20.080,11:17:34.665,149,177,3,,9788538,0,,R2,No
498,4,SMK Racing Renault Clio,62,63,1:08.026,113'8,1:15:44.839,11:17:59.424,125,169,3,,7622978,0,,R1,No
499,99997,clio helvit N/N,27,63,1:07.658,114'4,1:15:54.152,11:18:08.737,135,168,3,,641641,0,,GT Open,No
500,27,B.E.T BMW 330,61,63,1:09.792,110'9,1:15:55.661,11:18:10.246,100,154,3,,7493526,0,,R1,No
501,3,Team Häsen Racing Sweden VW Polo,58,63,1:16.503,101'2,1:16:04.241,11:18:18.826,110,149,3,,9515691,0,,R1,No
502,6,SPEeD S60 Racing Team S60 Challange,60,63,1:17.654,99'7,1:16:04.702,11:18:19.287,107,148,3,,4800537,0,,R2,No
503,2,Team Skeppsbrons BMW M3 E36,63,63,1:09.740,111'0,1:16:15.488,11:18:30.073,136,161,3,,4867808,0,,R1,No
504,30,Team Gävlarna Clio ,63,63,1:08.291,113'3,1:16:19.824,11:18:34.409,124,161,3,,3289056,0,,R1,No
505,86,clio 86,25,63,1:07.714,114'3,1:16:24.795,11:18:39.380,111,170,3,,7722174,0,,GT Open,No
506,44,Tommes Pack Seat Leon,64,64,1:04.726,119'6,1:16:24.806,11:18:39.391,138,175,3,,9788538,0,,R2,No
507,4,SMK Racing Renault Clio,63,64,1:07.497,114'7,1:16:52.336,11:19:06.921,129,169,3,,7622978,0,,R1,No
508,99997,clio helvit N/N,28,64,1:05.602,118'0,1:16:59.754,11:19:14.339,132,167,3,,641641,0,,GT Open,No
509,27,B.E.T BMW 330,62,64,1:08.612,112'8,1:17:04.273,11:19:18.858,107,154,3,,7493526,0,,R1,No
510,3,Team Häsen Racing Sweden VW Polo,59,64,1:11.845,107'7,1:17:16.086,11:19:30.671,84,144,3,,9515691,0,,R1,No
511,6,SPEeD S60 Racing Team S60 Challange,61,64,1:16.485,101'2,1:17:21.187,11:19:35.772,99,145,3,,4800537,0,,R2,No
512,2,Team Skeppsbrons BMW M3 E36,64,64,1:08.842,112'4,1:17:24.330,11:19:38.915,134,160,3,,4867808,0,,R1,No
513,30,Team Gävlarna Clio ,64,64,1:08.376,113'2,1:17:28.200,11:19:42.785,123,161,3,,3289056,0,,R1,No
514,44,Tommes Pack Seat Leon,65,65,1:03.986,121'0,1:17:28.792,11:19:43.377,156,181,3,,9788538,0,,R2,No
515,86,clio 86,26,65,1:07.975,113'9,1:17:32.770,11:19:47.355,134,162,3,,7722174,0,,GT Open,No
516,4,SMK Racing Renault Clio,64,65,1:07.352,114'9,1:17:59.688,11:20:14.273,127,168,3,,7622978,0,,R1,No
517,99997,clio helvit N/N,29,65,1:06.652,116'1,1:18:06.406,11:20:20.991,132,167,3,,641641,0,,GT Open,No
518,27,B.E.T BMW 330,63,65,1:09.436,111'5,1:18:13.709,11:20:28.294,106,155,3,,7493526,0,,R1,No
519,3,Team Häsen Racing Sweden VW Polo,60,65,1:11.532,108'2,1:18:27.618,11:20:42.203,92,146,3,,9515691,0,,R1,No
520,2,Team Skeppsbrons BMW M3 E36,65,65,1:10.546,109'7,1:18:34.876,11:20:49.461,140,161,3,,4867808,0,,R1,No
521,44,Tommes Pack Seat Leon,66,66,1:08.654,112'7,1:18:37.446,11:20:52.031,144,175,3,,9788538,0,,R2,No
522,30,Team Gävlarna Clio ,65,66,1:10.210,110'2,1:18:38.410,11:20:52.995,127,163,3,,3289056,0,,R1,No
523,6,SPEeD S60 Racing Team S60 Challange,62,66,1:17.947,99'3,1:18:39.134,11:20:53.719,107,149,3,,4800537,0,,R2,No
524,86,clio 86,27,66,1:08.071,113'7,1:18:40.841,11:20:55.426,138,165,3,,7722174,0,,GT Open,No
525,4,SMK Racing Renault Clio,65,66,1:07.383,114'9,1:19:07.071,11:21:21.656,125,167,3,,7622978,0,,R1,No
526,99997,clio helvit N/N,30,66,1:06.551,116'3,1:19:12.957,11:21:27.542,131,167,3,,641641,0,,GT Open,No
527,27,B.E.T BMW 330,64,66,1:09.622,111'2,1:19:23.331,11:21:37.916,103,153,1,,7493526,0,,R1,No
528,3,Team Häsen Racing Sweden VW Polo,61,66,1:11.819,107'8,1:19:39.437,11:21:54.022,94,146,1,,9515691,0,,R1,No
529,44,Tommes Pack Seat Leon,67,67,1:06.017,117'2,1:19:43.463,11:21:58.048,129,182,1,,9788538,0,,R2,No
530,2,Team Skeppsbrons BMW M3 E36,66,67,1:08.664,112'7,1:19:43.540,11:21:58.125,121,159,1,,4867808,0,,R1,No
531,30,Team Gävlarna Clio ,66,67,1:07.761,114'2,1:19:46.171,11:22:00.756,123,162,1,,3289056,0,,R1,No
532,86,clio 86,28,67,1:12.711,106'4,1:19:53.552,11:22:08.137,137,164,1,,7722174,0,,GT Open,No
533,6,SPEeD S60 Racing Team S60 Challange,63,67,1:18.406,98'7,1:19:57.540,11:22:12.125,97,145,1,,4800537,0,,R2,No
534,4,SMK Racing Renault Clio,66,67,1:07.295,115'0,1:20:14.366,11:22:28.951,125,167,1,,7622978,0,,R1,No
535,99997,clio helvit N/N,31,67,1:06.696,116'0,1:20:19.653,11:22:34.238,125,166,1,,641641,0,,GT Open,No
536,27,B.E.T BMW 330,65,67,1:11.979,107'5,1:20:35.310,11:22:49.895,110,152,3,,7493526,0,,R1,No
537,44,Tommes Pack Seat Leon,68,68,1:04.052,120'8,1:20:47.515,11:23:02.100,142,175,3,,9788538,0,,R2,No
538,3,Team Häsen Racing Sweden VW Polo,62,68,1:11.717,107'9,1:20:51.154,11:23:05.739,100,148,3,,9515691,0,,R1,No
539,2,Team Skeppsbrons BMW M3 E36,67,68,1:08.840,112'4,1:20:52.380,11:23:06.965,139,162,3,,4867808,0,,R1,No
540,30,Team Gävlarna Clio ,67,68,1:07.761,114'2,1:20:53.932,11:23:08.517,118,162,3,,3289056,0,,R1,No
541,86,clio 86,29,68,1:07.630,114'4,1:21:01.182,11:23:15.767,137,164,3,,7722174,0,,GT Open,No
542,6,SPEeD S60 Racing Team S60 Challange,64,68,1:15.986,101'9,1:21:13.526,11:23:28.111,96,145,3,,4800537,0,,R2,No
543,4,SMK Racing Renault Clio,67,68,1:07.514,114'6,1:21:21.880,11:23:36.465,123,170,3,,7622978,0,,R1,No
544,99997,clio helvit N/N,32,68,1:07.138,115'3,1:21:26.791,11:23:41.376,129,167,3,,641641,0,,GT Open,No
545,27,B.E.T BMW 330,66,68,1:09.831,110'8,1:21:45.141,11:23:59.726,100,153,3,,7493526,0,,R1,No
546,44,Tommes Pack Seat Leon,69,69,1:04.505,120'0,1:21:52.020,11:24:06.605,150,177,3,,9788538,0,,R2,No
547,2,Team Skeppsbrons BMW M3 E36,68,69,1:08.756,112'6,1:22:01.136,11:24:15.721,136,160,3,,4867808,0,,R1,No
548,3,Team Häsen Racing Sweden VW Polo,63,69,1:11.595,108'1,1:22:02.749,11:24:17.334,111,151,3,,9515691,0,,R1,No
549,30,Team Gävlarna Clio ,68,69,1:09.032,112'1,1:22:02.964,11:24:17.549,112,161,3,,3289056,0,,R1,No
550,86,clio 86,30,69,1:07.202,115'2,1:22:08.384,11:24:22.969,137,165,3,,7722174,0,,GT Open,No
551,47,Nordic Light Racing Seat Leon,5,69,1:17:41.665,1'7,1:22:24.042,11:24:38.627,93,156,4,,7650748,0,,R2,No
552,6,SPEeD S60 Racing Team S60 Challange,65,69,1:15.479,102'5,1:22:29.005,11:24:43.590,97,152,4,,4800537,0,,R2,No
553,4,SMK Racing Renault Clio,68,69,1:07.480,114'7,1:22:29.360,11:24:43.945,136,171,4,,7622978,0,,R1,No
554,99997,clio helvit N/N,33,69,1:06.337,116'7,1:22:33.128,11:24:47.713,129,167,4,,641641,0,,GT Open,No
555,27,B.E.T BMW 330,67,69,1:09.293,111'7,1:22:54.434,11:25:09.019,103,153,4,,7493526,0,,R1,No
556,44,Tommes Pack Seat Leon,70,70,1:04.117,120'7,1:22:56.137,11:25:10.722,153,176,4,,9788538,0,,R2,No
557,2,Team Skeppsbrons BMW M3 E36,69,70,1:09.845,110'8,1:23:10.981,11:25:25.566,139,161,4,,4867808,0,,R1,No
558,30,Team Gävlarna Clio ,69,70,1:08.497,113'0,1:23:11.461,11:25:26.046,119,161,4,,3289056,0,,R1,No
559,3,Team Häsen Racing Sweden VW Polo,64,70,1:11.746,107'9,1:23:14.495,11:25:29.080,99,147,4,,9515691,0,,R1,No
560,86,clio 86,31,70,1:08.003,113'8,1:23:16.387,11:25:30.972,136,165,4,,7722174,0,,GT Open,No
561,47,Nordic Light Racing Seat Leon,6,70,1:09.538,111'3,1:23:33.580,11:25:48.165,98,159,3,,7650748,0,,R2,No
562,4,SMK Racing Renault Clio,69,70,1:06.923,115'7,1:23:36.283,11:25:50.868,129,171,3,,7622978,0,,R1,No
563,99997,clio helvit N/N,34,70,1:07.699,114'3,1:23:40.827,11:25:55.412,127,167,3,,641641,0,,GT Open,No
564,6,SPEeD S60 Racing Team S60 Challange,66,70,1:16.406,101'3,1:23:45.411,11:25:59.996,102,151,3,,4800537,0,,R2,No
565,44,Tommes Pack Seat Leon,71,71,1:04.699,119'6,1:24:00.836,11:26:15.421,145,175,3,,9788538,0,,R2,No
566,27,B.E.T BMW 330,68,71,1:09.821,110'9,1:24:04.255,11:26:18.840,102,155,3,,7493526,0,,R1,No
567,30,Team Gävlarna Clio ,70,71,1:08.775,112'5,1:24:20.236,11:26:34.821,126,163,3,,3289056,0,,R1,No
568,86,clio 86,32,71,1:08.158,113'6,1:24:24.545,11:26:39.130,134,161,16,,7722174,0,,GT Open,No
569,3,Team Häsen Racing Sweden VW Polo,65,71,1:12.033,107'5,1:24:26.528,11:26:41.113,102,148,16,,9515691,0,,R1,No
570,47,Nordic Light Racing Seat Leon,7,71,1:07.852,114'1,1:24:41.432,11:26:56.017,90,160,16,,7650748,0,,R2,No
571,4,SMK Racing Renault Clio,70,71,1:06.928,115'6,1:24:43.211,11:26:57.796,130,172,16,,7622978,0,,R1,No
572,99997,clio helvit N/N,35,71,1:06.708,116'0,1:24:47.535,11:27:02.120,132,167,16,,641641,0,,GT Open,No
573,6,SPEeD S60 Racing Team S60 Challange,67,71,1:16.295,101'4,1:25:01.706,11:27:16.291,91,146,16,,4800537,0,,R2,No
574,44,Tommes Pack Seat Leon,72,72,1:04.244,120'5,1:25:05.080,11:27:19.665,138,175,16,,9788538,0,,R2,No
575,27,B.E.T BMW 330,69,72,1:09.150,111'9,1:25:13.405,11:27:27.990,109,154,16,,7493526,0,,R1,No
576,30,Team Gävlarna Clio ,71,72,1:07.791,114'2,1:25:28.027,11:27:42.612,124,163,3,,3289056,0,,R1,No
577,86,clio 86,33,72,1:07.698,114'3,1:25:32.243,11:27:46.828,134,167,3,,7722174,0,,GT Open,No
578,3,Team Häsen Racing Sweden VW Polo,66,72,1:11.309,108'5,1:25:37.837,11:27:52.422,95,146,3,,9515691,0,,R1,No
579,47,Nordic Light Racing Seat Leon,8,72,1:07.494,114'7,1:25:48.926,11:28:03.511,92,159,3,,7650748,0,,R2,No
580,4,SMK Racing Renault Clio,71,72,1:06.594,116'2,1:25:49.805,11:28:04.390,134,170,3,,7622978,0,,R1,No
581,99997,clio helvit N/N,36,72,1:06.986,115'5,1:25:54.521,11:28:09.106,130,167,3,,641641,0,,GT Open,No
582,44,Tommes Pack Seat Leon,73,73,1:06.617,116'2,1:26:11.697,11:28:26.282,140,176,3,,9788538,0,,R2,No
583,6,SPEeD S60 Racing Team S60 Challange,68,73,1:15.424,102'6,1:26:17.130,11:28:31.715,103,146,3,,4800537,0,,R2,No
584,27,B.E.T BMW 330,70,73,1:10.518,109'8,1:26:23.923,11:28:38.508,112,154,1,,7493526,0,,R1,No
585,30,Team Gävlarna Clio ,72,73,1:06.789,115'9,1:26:34.816,11:28:49.401,124,163,1,,3289056,0,,R1,No
586,3,Team Häsen Racing Sweden VW Polo,67,73,1:11.964,107'6,1:26:49.801,11:29:04.386,89,146,1,,9515691,0,,R1,No
587,47,Nordic Light Racing Seat Leon,9,73,1:07.371,114'9,1:26:56.297,11:29:10.882,87,157,1,,7650748,0,,R2,No
588,4,SMK Racing Renault Clio,72,73,1:06.938,115'6,1:26:56.743,11:29:11.328,131,170,1,,7622978,0,,R1,No
589,99997,clio helvit N/N,37,73,1:05.958,117'3,1:27:00.479,11:29:15.064,133,168,1,,641641,0,,GT Open,No
590,44,Tommes Pack Seat Leon,74,74,1:04.677,119'7,1:27:16.374,11:29:30.959,146,178,1,,9788538,0,,R2,No
591,27,B.E.T BMW 330,71,74,1:13.557,105'2,1:27:37.480,11:29:52.065,111,154,10,,7493526,0,,R1,No
592,30,Team Gävlarna Clio ,73,74,1:07.410,114'8,1:27:42.226,11:29:56.811,120,161,10,,3289056,0,,R1,No
593,3,Team Häsen Racing Sweden VW Polo,68,74,1:11.678,108'0,1:28:01.479,11:30:16.064,78,144,0,,9515691,0,,R1,No
594,47,Nordic Light Racing Seat Leon,10,74,1:06.794,115'9,1:28:03.091,11:30:17.676,93,159,0,,7650748,0,,R2,No
595,4,SMK Racing Renault Clio,73,74,1:06.967,115'6,1:28:03.710,11:30:18.295,131,170,0,,7622978,0,,R1,No
596,99997,clio helvit N/N,38,74,1:06.232,116'9,1:28:06.711,11:30:21.296,125,167,0,,641641,0,,GT Open,No
597,44,Tommes Pack Seat Leon,75,75,1:04.447,120'1,1:28:20.821,11:30:35.406,147,175,0,,9788538,0,,R2,No
598,27,B.E.T BMW 330,72,75,1:09.051,112'1,1:28:46.531,11:31:01.116,108,154,0,,7493526,0,,R1,No
599,30,Team Gävlarna Clio ,74,75,1:07.058,115'4,1:28:49.284,11:31:03.869,123,162,0,,3289056,0,,R1,No
600,47,Nordic Light Racing Seat Leon,11,75,1:06.424,116'5,1:29:09.515,11:31:24.100,92,159,0,,7650748,0,,R2,No
601,4,SMK Racing Renault Clio,74,75,1:06.607,116'2,1:29:10.317,11:31:24.902,131,172,0,,7622978,0,,R1,No
602,3,Team Häsen Racing Sweden VW Polo,69,75,1:12.401,106'9,1:29:13.880,11:31:28.465,98,146,0,,9515691,0,,R1,No
603,99997,clio helvit N/N,39,75,1:07.481,114'7,1:29:14.192,11:31:28.777,136,169,0,,641641,0,,GT Open,No
604,44,Tommes Pack Seat Leon,76,76,1:10.774,109'4,1:29:31.595,11:31:46.180,146,176,0,,9788538,0,,R2,No
605,2,Team Skeppsbrons BMW M3 E36,70,76,6:26.333,20'0,1:29:37.314,11:31:51.899,142,160,0,,4867808,0,,R1,No
606,27,B.E.T BMW 330,73,76,1:09.067,112'1,1:29:55.598,11:32:10.183,97,156,0,,7493526,0,,R1,No
607,30,Team Gävlarna Clio ,75,76,1:07.661,114'4,1:29:56.945,11:32:11.530,119,161,0,,3289056,0,,R1,No
608,47,Nordic Light Racing Seat Leon,12,76,1:06.500,116'4,1:30:16.015,11:32:30.600,91,158,0,,7650748,0,,R2,No
609,4,SMK Racing Renault Clio,75,76,1:06.773,115'9,1:30:17.090,11:32:31.675,126,169,0,,7622978,0,,R1,No
610,99997,clio helvit N/N,40,76,1:06.145,117'0,1:30:20.337,11:32:34.922,127,166,0,,641641,0,,GT Open,No
611,3,Team Häsen Racing Sweden VW Polo,70,76,1:11.979,107'5,1:30:25.859,11:32:40.444,94,145,3,,9515691,0,,R1,No
612,44,Tommes Pack Seat Leon,77,77,1:04.267,120'4,1:30:35.862,11:32:50.447,144,175,3,,9788538,0,,R2,No
613,2,Team Skeppsbrons BMW M3 E36,71,77,1:15.927,101'9,1:30:53.241,11:33:07.826,143,162,3,,4867808,0,,R1,No
614,27,B.E.T BMW 330,74,77,1:08.394,113'2,1:31:03.992,11:33:18.577,104,153,3,,7493526,0,,R1,No
615,30,Team Gävlarna Clio ,76,77,1:08.303,113'3,1:31:05.248,11:33:19.833,117,160,3,,3289056,0,,R1,No
616,47,Nordic Light Racing Seat Leon,13,77,1:06.120,117'1,1:31:22.135,11:33:36.720,92,158,3,,7650748,0,,R2,No
617,4,SMK Racing Renault Clio,76,77,1:06.710,116'0,1:31:23.800,11:33:38.385,132,172,3,,7622978,0,,R1,No
618,99997,clio helvit N/N,41,77,1:06.795,115'9,1:31:27.132,11:33:41.717,126,167,3,,641641,0,,GT Open,No
619,3,Team Häsen Racing Sweden VW Polo,71,77,1:12.149,107'3,1:31:38.008,11:33:52.593,114,149,3,,9515691,0,,R1,No
620,44,Tommes Pack Seat Leon,78,78,1:03.971,121'0,1:31:39.833,11:33:54.418,149,178,3,,9788538,0,,R2,No
621,27,B.E.T BMW 330,75,78,1:10.833,109'3,1:32:14.825,11:34:29.410,103,153,3,,7493526,0,,R1,No
622,30,Team Gävlarna Clio ,77,78,1:10.855,109'2,1:32:16.103,11:34:30.688,118,160,3,,3289056,0,,R1,No
623,47,Nordic Light Racing Seat Leon,14,78,1:08.082,113'7,1:32:30.217,11:34:44.802,88,159,3,,7650748,0,,R2,No
624,4,SMK Racing Renault Clio,77,78,1:06.881,115'7,1:32:30.681,11:34:45.266,145,173,3,,7622978,0,,R1,No
